x_title,y_title,other,xlabel,ylabel,chart_title,legend_label,legend_title,mark_label,value_label,info_deplot,caption,input,chart,h,w,left,upper,right,lower,label,conf,pdf,page
What stops you from doing this?*,,"How often do you take a container for takeaway food? - Excludes""Always""and""Other Multiple responses allowed","I didnt plan to It doesnt occur tome - I don't have - I didnt plan to It doesnt occur get takeaways - I dont wantto I dont have anyi don't have the be a nuisance - Never and unlikely to Other (not applicable, not - Thinking of doing - it's not an option where i - I dont wantto I dont have anyi don't have the right container - Usually - Sometimes - Never and unlikely to Other (not applicable, not - Always - I forget - Once in a while - I dont wantto I dont have anyi don't have the",10% - 20% - 0% - 40% - 70% - 40% - 30% - 80% - 90% - 100% - 60% - 60% - 50% - 20% - 80% - 0% - 100%,How often do you take a container for takeaway food?,"20192021 - 20192021 - 20192021 - 20192021 - Excludes""Always""and""Other Multiple responses allowed - Excludes""Always""and""Other Multiple responses allowed",,,,"TITLE | How often do you take a container for takeaway food? Always | 1.5% Usually | 5.5% Sometimes | 6.5% Once in a while | 6.5% Thinking of doing | 2.8% Never and unlikely to | 2.7% Other (not applicable, not possible) | 31% Not | 13%",,"How often do you take a container for takeaway food?  TITLE | How often do you take a container for takeaway food? Always | 1.5% Usually | 5.5% Sometimes | 6.5% Once in a while | 6.5% Thinking of doing | 2.8% Never and unlikely to | 2.7% Other (not applicable, not possible) | 31% Not | 13% What stops you from doing this?* I didnt plan to It doesnt occur tome - I don't have - I didnt plan to It doesnt occur get takeaways - I dont wantto I dont have anyi don't have the be a nuisance - Never and unlikely to Other (not applicable, not - Thinking of doing - it's not an option where i - I dont wantto I dont have anyi don't have the right container - Usually - Sometimes - Never and unlikely to Other (not applicable, not - Always - I forget - Once in a while - I dont wantto I dont have anyi don't have the  10% - 20% - 0% - 40% - 70% - 40% - 30% - 80% - 90% - 100% - 60% - 60% - 50% - 20% - 80% - 0% - 100% 20192021 - 20192021 - 20192021 - 20192021 - Excludes""Always""and""Other Multiple responses allowed - Excludes""Always""and""Other Multiple responses allowed    How often do you take a container for takeaway food? - Excludes""Always""and""Other Multiple responses allowed",1061225_16_0,1087,1536,0.058509577,0.017409548,0.9817832,0.81394196,chart,0.7148994,1061225,16
shop What stops you from doing this?*,,"How often do you take a container for meat - ExcludesAlways""and Other Multiple responses allowed","It doesn't occurto - Other (not applicable,not - Don't knowifl - I didn't plan to buyit - It's too expensive - idont have time wantto be have any have the right container - Idon't have time wantto be have any have the - Thinking of doing - I forget - It'snot an option whereI shop - I don't have time wantto be have any have the - Sometimes - Never and unlikely to - Usually - already packaged - Idon't have time wantto be have any have the - Hygeine - Once in a while - It's",20% - 40% - 0% - 80% - 60% - 100%,How often do you take a container for meat,20192021 - 20192021 - 20192021 - 20192021,,,,"TITLE | How often do you take a container for meat, fish or deli items? Usually | 2.5% Sometimes | 3.5% Once in a while | 3.5% Thinking of doing | 13.9% Never and unlikely to | 14.3% Other (not applicable, not possible) | 12.7% Ita | 12.2%",,"How often do you take a container for meat  TITLE | How often do you take a container for meat, fish or deli items? Usually | 2.5% Sometimes | 3.5% Once in a while | 3.5% Thinking of doing | 13.9% Never and unlikely to | 14.3% Other (not applicable, not possible) | 12.7% Ita | 12.2% shop What stops you from doing this?* It doesn't occurto - Other (not applicable,not - Don't knowifl - I didn't plan to buyit - It's too expensive - idont have time wantto be have any have the right container - Idon't have time wantto be have any have the - Thinking of doing - I forget - It'snot an option whereI shop - I don't have time wantto be have any have the - Sometimes - Never and unlikely to - Usually - already packaged - Idon't have time wantto be have any have the - Hygeine - Once in a while - It's  20% - 40% - 0% - 80% - 60% - 100% 20192021 - 20192021 - 20192021 - 20192021    How often do you take a container for meat - ExcludesAlways""and Other Multiple responses allowed",1061225_17_0,1087,1536,0.1838255,0.010265514,0.9557829,0.8459802,chart,0.6785363,1061225,17
What stops you from doing this?.,,"""Excludes""Always""and""Other Multiple responses allowed","It doesn't occurto me - I didn't plan to buy it - WhatI sure how organised want isn't available to refill - im not sure how organised want isn't - It's not an option where1 shop - Other (not applicable, not - It'stoo expensive - idon't know where to go - Thinking of doing - I'm not sure how organised want isn't to do it - I forget - Always - Never and unlikely to - Idon't have time want to be have the - Usually - idon't have time want to be have the right - Sometimes - Once in a while - I don't have time want to be have the",10% - 30% - 50% - 70% - 80% - 60% - 40% - 90% - 100% - 0% - 20% - 40% - 80% - 60% - 20% - 100% - 0%,How often do you refill or use a refill service for pantry and household items?,"2021 - 2021 - ""Excludes""Always""and""Other Multiple responses allowed",,,,TITLE | How often do you refill or use a refill service for pantry and household items? Year | Time to refill 2001 | 1.80 2006 | 2.20 2007 | 3.60 2008 | 4.80 2009 | 1.20 2010 | 3.30 2011 | 3.40 2012 | 3.40 2013 | 3.50 2014,,"How often do you refill or use a refill service for pantry and household items?  TITLE | How often do you refill or use a refill service for pantry and household items? Year | Time to refill 2001 | 1.80 2006 | 2.20 2007 | 3.60 2008 | 4.80 2009 | 1.20 2010 | 3.30 2011 | 3.40 2012 | 3.40 2013 | 3.50 2014 What stops you from doing this?. It doesn't occurto me - I didn't plan to buy it - WhatI sure how organised want isn't available to refill - im not sure how organised want isn't - It's not an option where1 shop - Other (not applicable, not - It'stoo expensive - idon't know where to go - Thinking of doing - I'm not sure how organised want isn't to do it - I forget - Always - Never and unlikely to - Idon't have time want to be have the - Usually - idon't have time want to be have the right - Sometimes - Once in a while - I don't have time want to be have the  10% - 30% - 50% - 70% - 80% - 60% - 40% - 90% - 100% - 0% - 20% - 40% - 80% - 60% - 20% - 100% - 0% 2021 - 2021 - ""Excludes""Always""and""Other Multiple responses allowed    ""Excludes""Always""and""Other Multiple responses allowed",1061225_19_0,1087,1536,0.032502044,0.021448478,0.93026114,0.77535313,chart,0.5767065,1061225,19
What stops you from doing this?*,,"How often do you look for something second hand before buying new? - *Excludes""Always""and""Other"" Multiple responses allowed - Other not app",Some thingsI prefer Some items aren't to buynew - Some thingsI prefer Some items aren't sold secondhand or when needed - I didn't plan to buy it It doesn't occur to me Its not an option whereilive - I don't have time - Always - Never and unlikely to - Sometimes - Usually - I didn't plan to buy it It doesn't occur to me Its not an option - I didn't plan to buy it It doesn't occur to me Its not an option - Once in a while - Thinking of doing - Other not app,10% - 70% - 90% - 80% - 50% - 30% - 20% - 40% - 0% - 60% - 40% - 100% - 60% - 80% - 20% - 0% - 100%,How often do you look for something second hand before buying new?,20192021 - 20192021 - 20192021 - 20192021,,,,TITLE | How often do you look for something second handbefore buying new? Always | 18.5% Usually | 36.5% Sometimes | 27.1% Once in a while | 5.6% Thinking of doing | 8.1% Never and unlikely to | 2.7% Other (not approx)posable | 4.6%,,"How often do you look for something second hand before buying new?  TITLE | How often do you look for something second handbefore buying new? Always | 18.5% Usually | 36.5% Sometimes | 27.1% Once in a while | 5.6% Thinking of doing | 8.1% Never and unlikely to | 2.7% Other (not approx)posable | 4.6% What stops you from doing this?* Some thingsI prefer Some items aren't to buynew - Some thingsI prefer Some items aren't sold secondhand or when needed - I didn't plan to buy it It doesn't occur to me Its not an option whereilive - I don't have time - Always - Never and unlikely to - Sometimes - Usually - I didn't plan to buy it It doesn't occur to me Its not an option - I didn't plan to buy it It doesn't occur to me Its not an option - Once in a while - Thinking of doing - Other not app  10% - 70% - 90% - 80% - 50% - 30% - 20% - 40% - 0% - 60% - 40% - 100% - 60% - 80% - 20% - 0% - 100% 20192021 - 20192021 - 20192021 - 20192021    How often do you look for something second hand before buying new? - *Excludes""Always""and""Other"" Multiple responses allowed - Other not app",1061225_20_0,1087,1536,0.049284115,0.06586426,0.8952573,0.8448405,chart,0.78507805,1061225,20
What stops you from doing this?*,,"How often do you repair broken or damaged items? - *Excludes""Alwaysand""OtherMultiple responses allowed",It doesnt occur to It's too expensive It's not an option I don't have time I don't know where Item isn't fixable me - to go to get it fixed - whereIlive - Cheaper to replace - Other (not applicable.not - Sometimes - Usually - Thinking of doing - It doesnt occur to It's too expensive It's not an option I don't have time I don't know where Item isn't fixable - It doesnt occur to It's too expensive It's not an option I don't have time I don't know where Item isn't fixable - It doesnt occur to It's too expensive It's not an option I don't have time I don't know where Item isn't fixable - Once in a while - Never and unlikely to - ys,40% - 20% - 0% - 60% - 80% - 100%,How often do you repair broken or damaged items?,"20192021 - 2019 - 2021 - 20192021 - *Excludes""Alwaysand""OtherMultiple responses allowed",,,100%,TITLE | How often do you repair broken or damaged items? % | Repairs | Insurance claims | Charities It doesn't occur to me | 1.802 | 1.1% | 1.2% Sometimes | 2.745 | 3.077 | 3.021 Once in a while | 2.815 | 1.564 | 2.681 Thinking of doing | 0.711 | 0.377 | 0.582,,"How often do you repair broken or damaged items?  TITLE | How often do you repair broken or damaged items? % | Repairs | Insurance claims | Charities It doesn't occur to me | 1.802 | 1.1% | 1.2% Sometimes | 2.745 | 3.077 | 3.021 Once in a while | 2.815 | 1.564 | 2.681 Thinking of doing | 0.711 | 0.377 | 0.582 What stops you from doing this?* It doesnt occur to It's too expensive It's not an option I don't have time I don't know where Item isn't fixable me - to go to get it fixed - whereIlive - Cheaper to replace - Other (not applicable.not - Sometimes - Usually - Thinking of doing - It doesnt occur to It's too expensive It's not an option I don't have time I don't know where Item isn't fixable - It doesnt occur to It's too expensive It's not an option I don't have time I don't know where Item isn't fixable - It doesnt occur to It's too expensive It's not an option I don't have time I don't know where Item isn't fixable - Once in a while - Never and unlikely to - ys  40% - 20% - 0% - 60% - 80% - 100% 20192021 - 2019 - 2021 - 20192021 - *Excludes""Alwaysand""OtherMultiple responses allowed   100% How often do you repair broken or damaged items? - *Excludes""Alwaysand""OtherMultiple responses allowed",1061225_21_0,1087,1536,0.15536596,0.01200828,0.95655066,0.8327766,chart,0.67514485,1061225,21
,dniaAlexdnard.,"How often do you. %""Always""or ""Usually""","Get broken or damageditems repaired? - Ifyou buy take-away food take your own containers? - Use reusable bags when buying fruit or container when buying service for pantry and vegetables? - Take your own reusable bags when shopping? - Take yourown when you have a take- reusable drink bottie rather than buying - Use a reusable cup when you have a take- reusable drink bottie away drink? - Look for something second hand first before buying new? - Take your own when buying fruit or container when buying service for pantry and meat fish or deli - When you buy fruit/vegetables, choose them unpackaged? - Refll oruse a refl when buying fruit or container when buying service for pantry and household items?",100% - 30% - 60% - 50% - 70% - 80% - 10% - 90% - 40% - 20% - 0%,dniaAlexdnard.,Queenstown area - Wanaka area - Central Otago,,,,"TITLE | How often do you... % ""Always"" or ""Usually"" Use a reusable cup when you have a takeaway drink? | 32.3% Take your own reusable drink bottle rather than buying water? | 86.9% Take your own reusable bags when shopping? | 90.9% If you buy take-away food take your own containers? | 2.9% When you buy fully registered cookies from anybody | 80.9% ",,"dniaAlexdnard.  TITLE | How often do you... % ""Always"" or ""Usually"" Use a reusable cup when you have a takeaway drink? | 32.3% Take your own reusable drink bottle rather than buying water? | 86.9% Take your own reusable bags when shopping? | 90.9% If you buy take-away food take your own containers? | 2.9% When you buy fully registered cookies from anybody | 80.9%   Get broken or damageditems repaired? - Ifyou buy take-away food take your own containers? - Use reusable bags when buying fruit or container when buying service for pantry and vegetables? - Take your own reusable bags when shopping? - Take yourown when you have a take- reusable drink bottie rather than buying - Use a reusable cup when you have a take- reusable drink bottie away drink? - Look for something second hand first before buying new? - Take your own when buying fruit or container when buying service for pantry and meat fish or deli - When you buy fruit/vegetables, choose them unpackaged? - Refll oruse a refl when buying fruit or container when buying service for pantry and household items? dniaAlexdnard. 100% - 30% - 60% - 50% - 70% - 80% - 10% - 90% - 40% - 20% - 0% Queenstown area - Wanaka area - Central Otago    How often do you. %""Always""or ""Usually""",1061225_24_0,1087,1536,0.013795283,0.3180562,0.9935879,0.75417215,chart,0.86120296,1061225,24
,,"% ticked""Always""or""Usually""by region",Central Otago - Wanaka area - All - Queenstown area,100% - 80% - 90% - 0% - 50% - 60% - 30% - 10% - 40% - 20% - 70%,"when you have a take-away drink? % ticked""Always""or""Usually""by region",20192021 - 20192021 - when you have a take-away drink?,,,60% - 34% - 44% - 53% - 72% - 57% - 57%57% - 57%57%,TITLE | Central Otago | 44% | 34% Queenstown area | 57% | 53% Wanaka area | 60% | 72% All | 57% | 57%,,"when you have a take-away drink? % ticked""Always""or""Usually""by region  TITLE | Central Otago | 44% | 34% Queenstown area | 57% | 53% Wanaka area | 60% | 72% All | 57% | 57%  Central Otago - Wanaka area - All - Queenstown area  100% - 80% - 90% - 0% - 50% - 60% - 30% - 10% - 40% - 20% - 70% 20192021 - 20192021 - when you have a take-away drink?   60% - 34% - 44% - 53% - 72% - 57% - 57%57% - 57%57% % ticked""Always""or""Usually""by region",1061225_25_0,1087,1536,0.4000941,0.5357957,0.9743513,0.9238192,chart,0.86325115,1061225,25
,,"%""Never and Unlikely To","Get broken or damageditems repaired? - Use reusable bags when buying fruit or vegetables? - Look for something second hand first before buying new? - Take your own when you have a take- reusable drink bottle rather than buying - Take your own container when buying service for pantry and meat, fish or deli - Take your own reusable bags when - If you buy take-away food take your own - When you buy fruit/vegetables, choose them unpackaged? - Use a reusable cup when you have a take- reusable drink bottle away drink? - Refll or use a refll container when buying service for pantry and household items?",100% - 80% - 30% - 90% - 60% - 0% - 40% - 50% - 10% - 70% - 20%,"%""Never and Unlikely To",Wanaka area - Queenstown area - Central Otago,,,,"TITLE | here includes just ""Never and Unlikely To"" Use a reusable cup when you have a take away drink? | 0.3% Take your own reusable drink bottle rather than buying water? | 0.2% Take your own reusable bags when shopping? | 0.4% If you buy take-away food take your own containers? | 0.1% When you buy fully-renewables, choose them unpackaged? unpackaged? | 3.5% Use reusable bags when buying fruit or vegetables? | ",,"%""Never and Unlikely To  TITLE | here includes just ""Never and Unlikely To"" Use a reusable cup when you have a take away drink? | 0.3% Take your own reusable drink bottle rather than buying water? | 0.2% Take your own reusable bags when shopping? | 0.4% If you buy take-away food take your own containers? | 0.1% When you buy fully-renewables, choose them unpackaged? unpackaged? | 3.5% Use reusable bags when buying fruit or vegetables? |   Get broken or damageditems repaired? - Use reusable bags when buying fruit or vegetables? - Look for something second hand first before buying new? - Take your own when you have a take- reusable drink bottle rather than buying - Take your own container when buying service for pantry and meat, fish or deli - Take your own reusable bags when - If you buy take-away food take your own - When you buy fruit/vegetables, choose them unpackaged? - Use a reusable cup when you have a take- reusable drink bottle away drink? - Refll or use a refll container when buying service for pantry and household items?  100% - 80% - 30% - 90% - 60% - 0% - 40% - 50% - 10% - 70% - 20% Wanaka area - Queenstown area - Central Otago    %""Never and Unlikely To",1061225_25_1,1087,1536,0.012420859,0.12896666,0.9966444,0.5106887,chart,0.84709847,1061225,25
,,,"Make your own deaning/health care - Use reusable sanitary - Use your own straw or go - Buyin bulk? - Pay more for something you think will last longer? - Delay purchases? - Bake your own snacks crackers, muesli bars",10% - 60% - 50% - 40% - 20% - 70% - 30% - 80% - 0% - 90% - 100%,How often do you do the following to reduce waste,Once in a while - Sometimes - Thinking of doing - Usually - Always - Never and don'tplan to - When analysed by ages these results did not vary notably,,,,"TITLE | How often do you do the following to reduce waste.. Use your own straw or go without one? | 55.1% Pay more for something you think will last longer? | 0.8% Delay purchases? | 5.6% Buy in bulk? | 5.7% Bake your own snacks (packers, muesli bars) | 5.3% Make your own deaking/heath care | 1.9% Use reusable sanitary products? | 13.",,"How often do you do the following to reduce waste  TITLE | How often do you do the following to reduce waste.. Use your own straw or go without one? | 55.1% Pay more for something you think will last longer? | 0.8% Delay purchases? | 5.6% Buy in bulk? | 5.7% Bake your own snacks (packers, muesli bars) | 5.3% Make your own deaking/heath care | 1.9% Use reusable sanitary products? | 13.  Make your own deaning/health care - Use reusable sanitary - Use your own straw or go - Buyin bulk? - Pay more for something you think will last longer? - Delay purchases? - Bake your own snacks crackers, muesli bars  10% - 60% - 50% - 40% - 20% - 70% - 30% - 80% - 0% - 90% - 100% Once in a while - Sometimes - Thinking of doing - Usually - Always - Never and don'tplan to - When analysed by ages these results did not vary notably    ",1061225_26_0,1087,1536,0.009122666,0.40399298,0.93516695,0.85395086,chart,0.9067697,1061225,26
,,,"Use reusable sanitary products Make your own cleaning/health care produds - Use your own staworgo - Bake your own snacks crackers, muesli bars) - Use reusable sanitary products Make your own cleaning/health - Delay purchases - Pay more for something you think will last longer",90% - 100% - 80% - 60% - 50% - 70% - 40% - 20% - 30% - 10% - 0%,"""Never and unlikely to'",Queenstown area - Central Otago - Wanaka area,,,26% - 28%32% - 28%32% - 25%20%16% - 25%20%16% - 25%20%16% - 9%8% - 5%4%4% - 5%4%4% - 5%4%4% - 9% - 5%2%3% - 9%8% - 5%2%3% - 2% - 5%2%3% - 11% - 3% - 2%1%1% - 2%1%1% - 2%1%1% - Buyin bulk,"TITLE | ""Never and unlikely to"" Use your own straw orgo without one | 11% Buy in bulk | 5% Use reusable sanitary products | 25% Use reusable sanitary products | 20% Make your own cleaning/heath care products | 28% Delay purchases | 5% Pay more for something you think will last longer | 2% Bake your own snacks (cockers, muesli bars) | 9% Bake your own snacks (cockers, muesli bars",,"""Never and unlikely to'  TITLE | ""Never and unlikely to"" Use your own straw orgo without one | 11% Buy in bulk | 5% Use reusable sanitary products | 25% Use reusable sanitary products | 20% Make your own cleaning/heath care products | 28% Delay purchases | 5% Pay more for something you think will last longer | 2% Bake your own snacks (cockers, muesli bars) | 9% Bake your own snacks (cockers, muesli bars  Use reusable sanitary products Make your own cleaning/health care produds - Use your own staworgo - Bake your own snacks crackers, muesli bars) - Use reusable sanitary products Make your own cleaning/health - Delay purchases - Pay more for something you think will last longer  90% - 100% - 80% - 60% - 50% - 70% - 40% - 20% - 30% - 10% - 0% Queenstown area - Central Otago - Wanaka area   26% - 28%32% - 28%32% - 25%20%16% - 25%20%16% - 25%20%16% - 9%8% - 5%4%4% - 5%4%4% - 5%4%4% - 9% - 5%2%3% - 9%8% - 5%2%3% - 2% - 5%2%3% - 11% - 3% - 2%1%1% - 2%1%1% - 2%1%1% - Buyin bulk ",1061225_27_0,1087,1536,0.010713749,0.59523475,0.9197118,0.87938714,chart,0.8091742,1061225,27
,,How often do you do the following to reduce waste?,"Use reusable sanitary products Make your own cleaning/health care produds - Use your own staworgo - Buyin bulk - Bake your own snacks crackers,muesli bars - Pay more for something you think will last longer - Delay purchases - Use reusable sanitary products Make your own cleaning/health",10% - 50% - 40% - 20% - 90% - 30% - 60% - 80% - 0% - 70% - 100%,How often do you do the following to reduce waste?,Queenstown area - Central Otago - Wanaka area,,,14% - 21% - 46% - 28%33% - 12% - 34%36%41% - 75%80% - 59% - 31%29% - 58% - 28%33% - 36% - 31%29% - 73%77% - 75%80% - 34%36%41% - 34%36%41% - 9% - 38%38% - 73%77% - 38%38%,"TITLE | How often do you do the following to reduce waste? ""Always"" or ""Usually"" Use your own straw or go without one | 59% Buy in buk | 38% Use reusable sanitary products | 21% Make your own cleaning/health care products | 14% Delay purchases | 34% Pay more for something you think will last longer | 73% Bake your own snacks (crackers, muesel bars) | 36% Bake your own",,"How often do you do the following to reduce waste?  TITLE | How often do you do the following to reduce waste? ""Always"" or ""Usually"" Use your own straw or go without one | 59% Buy in buk | 38% Use reusable sanitary products | 21% Make your own cleaning/health care products | 14% Delay purchases | 34% Pay more for something you think will last longer | 73% Bake your own snacks (crackers, muesel bars) | 36% Bake your own  Use reusable sanitary products Make your own cleaning/health care produds - Use your own staworgo - Buyin bulk - Bake your own snacks crackers,muesli bars - Pay more for something you think will last longer - Delay purchases - Use reusable sanitary products Make your own cleaning/health  10% - 50% - 40% - 20% - 90% - 30% - 60% - 80% - 0% - 70% - 100% Queenstown area - Central Otago - Wanaka area   14% - 21% - 46% - 28%33% - 12% - 34%36%41% - 75%80% - 59% - 31%29% - 58% - 28%33% - 36% - 31%29% - 73%77% - 75%80% - 34%36%41% - 34%36%41% - 9% - 38%38% - 73%77% - 38%38% How often do you do the following to reduce waste?",1061225_27_1,1087,1536,0.013911258,0.24501061,0.9321405,0.57026416,chart,0.78842586,1061225,27
,,IN RANK - NA - CHANGE - +10 - +5 - 4 - -1 - -1 - V.2019 - +2 - +7,"Suicide rates - Violence in society - The cost of living - Availability of affordable housing - Not enough waste is recycled - Protection of NZ Children - Build-up of plastic in the environment - Sale of NZ land to foreign buyers - Not having access to good, affordable healthcare - *Overpackaging,non-recyclable packaging and landfill - Zealanders,while - dominates the - The economic - fallout of CovID-19 - concerns of New - environmental - concerns centre - Page 29 - around waste",,"Sustainable Business Council, Colmar Brunton:'Better Futures Report 2021",New Top 10 entrant - Moved down - Moved up - Wastebusters www.wastebusters.co.nz,,,53% - 56% - 65% - 59% - 54% - -3 - 55% - -3 - 58% - 58% - 61% - 63% - -1 - +5 - +7 - +2 - 4 - -1 - V.2019 - +10 - CHANGE - NA - IN RANK,"Characteristic | The economic fallout of COVID-19 dominates the concerns of New Zealanders, while environmental concerns centre around waste. The cost of living | 65% Protection of NZ Children | 63% Availability of affordable housing | 61% Sale of NZ land to foreign buyers | 59% Violence in society | 58% Build-up of plastic in the environment | 58% Not enough waste is recycled | 56% Not having access to good, affordable healthcare | 55% Suicide",,"Sustainable Business Council, Colmar Brunton:'Better Futures Report 2021  Characteristic | The economic fallout of COVID-19 dominates the concerns of New Zealanders, while environmental concerns centre around waste. The cost of living | 65% Protection of NZ Children | 63% Availability of affordable housing | 61% Sale of NZ land to foreign buyers | 59% Violence in society | 58% Build-up of plastic in the environment | 58% Not enough waste is recycled | 56% Not having access to good, affordable healthcare | 55% Suicide  Suicide rates - Violence in society - The cost of living - Availability of affordable housing - Not enough waste is recycled - Protection of NZ Children - Build-up of plastic in the environment - Sale of NZ land to foreign buyers - Not having access to good, affordable healthcare - *Overpackaging,non-recyclable packaging and landfill - Zealanders,while - dominates the - The economic - fallout of CovID-19 - concerns of New - environmental - concerns centre - Page 29 - around waste   New Top 10 entrant - Moved down - Moved up - Wastebusters www.wastebusters.co.nz   53% - 56% - 65% - 59% - 54% - -3 - 55% - -3 - 58% - 58% - 61% - 63% - -1 - +5 - +7 - +2 - 4 - -1 - V.2019 - +10 - CHANGE - NA - IN RANK IN RANK - NA - CHANGE - +10 - +5 - 4 - -1 - -1 - V.2019 - +2 - +7",1061225_29_0,1087,1536,0.025866523,0.21217184,0.87688166,0.9833444,chart,0.50305736,1061225,29
,,,The amount of vaste going - The environmental impact of cheap dothing and shoes - The impact of vaste on dimate change - Amount of single use packaging being used - Plastic in our oceans - Wasteful use ofresources,80% - 100% - 50% - 70% - 60% - 40% - 90% - 30% - 0% - 20% - 10%,How concerned are you about.,Extremely concerned - Not concerned - 5 - -3 - -2 - -4,,,,TITLE | Not concerned | Not concerned | 2 | 3 | 4 | 5 | Extremely concerned Plastic in our oceans | 0.2% | 0.4% | 9.1% | 23.8% | 67.1% | 64.5% Amount of single use packaging being used | 0.1% | 0.6% | 7.3% | 8.1% | 19.5% | 71.2% Wasteful use of resources | 0.,,How concerned are you about.  TITLE | Not concerned | Not concerned | 2 | 3 | 4 | 5 | Extremely concerned Plastic in our oceans | 0.2% | 0.4% | 9.1% | 23.8% | 67.1% | 64.5% Amount of single use packaging being used | 0.1% | 0.6% | 7.3% | 8.1% | 19.5% | 71.2% Wasteful use of resources | 0.  The amount of vaste going - The environmental impact of cheap dothing and shoes - The impact of vaste on dimate change - Amount of single use packaging being used - Plastic in our oceans - Wasteful use ofresources  80% - 100% - 50% - 70% - 60% - 40% - 90% - 30% - 0% - 20% - 10% Extremely concerned - Not concerned - 5 - -3 - -2 - -4    ,1061225_30_0,1087,1536,0.013179433,0.11712117,0.9402822,0.48521328,chart,0.80373114,1061225,30
